Telefonmarketing,041029953305065
Telefonmarketing,045187929090
Telefonmarketing,00004968141097430
Telefonmarketing,032222134100
Telefonvermarkter,0020951955650
Telefonvermarkter,030201697059
Telefonvermarkter,03025557338
Telefonvermarkter,094625223
Telefonvermarkter,0345445040
Telefonvermarkter,0351213430
Telefonvermarkter,035186296345
Telefonvermarkter,036374360925
Telefonvermarkter,036374360926
Telefonvermarkter,036374360927
Telefonvermarkter,036374360928
Telefonvermarkter,0367154815
Telefonvermarkter,036715481609
Telefonvermarkter,07683869864
Telefonvermarkter,0408559990779
Telefonvermarkter,052196591418
Telefonvermarkter,0408559974479
Telefonvermarkter,03055544545
Telefonvermarkter,01721279077
Telefonvermarkter,015770931311
Telefonvermarkter,015207350010
Telefonvermarkter,02083866840
Telefonvermarkter,03863225529
Telefonvermarkter BauerMedia Grp,041813800449
Telefonvermarkter Alice,02311892427
Telefonvermarkter Auto,04446968490
Telefonvermarkter Auto,044469597387
Telefonvermarkter Avandoos UG,035186296346
Telefonvermarkter AVAS GmbH,039155721400
Telefonvermarkter Blindenwerkstatt,057666059399
Telefonvermarkter Büromöbel,0693339912429
Telefonvermarkter Dacharbeiten,036204723030
Telefonvermarkter Drucker,04028055680
Telefonvermarkter Drucker,040547410
Telefonvermarkter Drucker,040414353126
Telefonvermarkter GH-Verlag,034914338210
Telefonvermarkter GH-Verlag,034914338220
Telefonvermarkter Internet,038166007218
Telefonvermarkter Internet,038166007268
Telefonvermarkter Internet,0911676029
Telefonvermarkter Klicktel,039545838941
Telefonvermarkter Krankenkassen,03055579043
Telefonvermarkter Krankenkassen,073140711498
Telefonvermarkter Lionwin TV,023199951777
Telefonvermarkter Lottomax,0781968053101
Telefonvermarkter Mobile,03040818430
Telefonvermarkter Mobile,015237272125
Telefonvermarkter Mobile,08004686010
Telefonvermarkter Mobile,03056795014
Telefonvermarkter Mobile,030201697051
Telefonvermarkter Primacall,030206469611
Telefonvermarkter Primacall,030206142380
Telefonvermarkter Primacall,03023472004
Telefonvermarkter Primacall,030221922280
Telefonvermarkter Primamobile,030206142381
Telefonvermarkter Primamobile,03028472468
Telefonvermarkter Reisen,03413553808848
Telefonvermarkter Reisen,034165050
Telefonvermarkter Reisen,015199367214
Telefonvermarkter Senioren,03716663746
Telefonvermarkter Senioren,022634796399
Telefonvermarkter Sky,0800000481122
Telefonvermarkter Sky,01793000333
Telefonvermarkter Sky,08999727960
Telefonvermarkter Textilreinigung,091189613387
Telefonvermarkter Tierfutter,036552788545
Telefonvermarkter Vamos Schuhversand,0180599007208
Telefonvermarkter Versicherung,0511123240
Telefonvermarkter Versicherung,061123680800
Telefonvermarkter Versicherung,08989355497
Telefonvermarkter Vodafon,08001721212
TRC Telemedia AG,051154488600
Umfrageagentur,0209956610
Umfrageagentur,020199985613
Umfrageagentur,020862809760
Umfrageagentur,030800927560
Verbraucherumfragen,00448545085937
Verbraucherumfragen,030666630
Verbraucherumfragen,0911881810
Verbraucherumfragen,0406921811
Verbraucherumfragen,06211233500
Verbraucherumfragen,0696100449928
Verbraucherumfragen,040699197100147
Verbraucherumfragen,040389072600
Verbraucherumfragen,0309915664
Verbraucherumfragen,032212287750
Verbraucherumfragen,034112477135
Verbraucherumfragen,034112477150
Verbraucherumfragen,034112477170
Verbraucherumfragen,034112477185
Verbraucherumfragen,034112477220
Verbraucherumfragen,034112477230
Verbraucherumfragen,036138039578
Verbraucherumfragen,03615849569
Verbraucherumfragen,0384122960
Verbraucherumfragen,05476919112
Verbraucherumfragen,05476919113
Verbraucherumfragen,06211233500
Verbraucherumfragen,06211816108
Verbraucherumfragen,07314001
Verbraucherumfragen,07131973883122
Verbraucherumfragen,069222214065
Verbraucherumfragen,03078783118
Verbraucherumfragen,038121000413
Verbraucherumfragen Bereich,034112477
Vorwahlbereich gesperrt: Albanien,00355
Vorwahlbereich gesperrt: Gibraltar,00350
Vorwahlbereich gesperrt: Luxemburg,00352
Vorwahlbereich gesperrt: Portugal,00351
Vorwahlbereiche gesperrt: 0230,0230
